"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","AIREMISSION","NOX","KG_CAP","A","2004",29.309,
"AUT","AIREMISSION","NOX","KG_CAP","A","2005",29.871,
"AUT","AIREMISSION","NOX","KG_CAP","A","2006",28.6,
"AUT","AIREMISSION","NOX","KG_CAP","A","2007",27.65,
"AUT","AIREMISSION","NOX","KG_CAP","A","2008",25.992,
"AUT","AIREMISSION","NOX","KG_CAP","A","2009",24.303,
"AUT","AIREMISSION","NOX","KG_CAP","A","2010",24.269,
"AUT","AIREMISSION","NOX","KG_CAP","A","2011",23.185,
"AUT","AIREMISSION","NOX","KG_CAP","A","2012",22.43,
"AUT","AIREMISSION","NOX","KG_CAP","A","2013",22.191,
"AUT","AIREMISSION","NOX","KG_CAP","A","2014",21.114,
"AUT","AIREMISSION","NOX","KG_CAP","A","2015",20.549,
"AUT","AIREMISSION","NOX","KG_CAP","A","2016",19.429,
"AUT","AIREMISSION","NOX","KG_CAP","A","2017",18.293,
"AUT","AIREMISSION","NOX","KG_CAP","A","2018",16.953,
"AUT","AIREMISSION","NOX","KG_CAP","A","2019",16.029,
"AUT","AIREMISSION","NOX","KG_CAP","A","2020",13.789,
"BEL","AIREMISSION","NOX","KG_CAP","A","1990",42.138,
"BEL","AIREMISSION","NOX","KG_CAP","A","1991",41.91,
"BEL","AIREMISSION","NOX","KG_CAP","A","1992",41.893,
"BEL","AIREMISSION","NOX","KG_CAP","A","1993",41.239,
"BEL","AIREMISSION","NOX","KG_CAP","A","1994",40.962,
"BEL","AIREMISSION","NOX","KG_CAP","A","1995",40.282,
"BEL","AIREMISSION","NOX","KG_CAP","A","1996",38.765,
"BEL","AIREMISSION","NOX","KG_CAP","A","1997",37.236,
"BEL","AIREMISSION","NOX","KG_CAP","A","1998",37.314,
"BEL","AIREMISSION","NOX","KG_CAP","A","1999",34.572,
"BEL","AIREMISSION","NOX","KG_CAP","A","2000",34.622,
"BEL","AIREMISSION","NOX","KG_CAP","A","2001",33.321,
"BEL","AIREMISSION","NOX","KG_CAP","A","2002",32.108,
"BEL","AIREMISSION","NOX","KG_CAP","A","2003",31.51,
"BEL","AIREMISSION","NOX","KG_CAP","A","2004",32.334,
"BEL","AIREMISSION","NOX","KG_CAP","A","2005",30.754,
"BEL","AIREMISSION","NOX","KG_CAP","A","2006",29.013,
"BEL","AIREMISSION","NOX","KG_CAP","A","2007",27.781,
"BEL","AIREMISSION","NOX","KG_CAP","A","2008",25.032,
"BEL","AIREMISSION","NOX","KG_CAP","A","2009",22.06,
"BEL","AIREMISSION","NOX","KG_CAP","A","2010",21.931,
"BEL","AIREMISSION","NOX","KG_CAP","A","2011",20.206,
"BEL","AIREMISSION","NOX","KG_CAP","A","2012",19.057,
"BEL","AIREMISSION","NOX","KG_CAP","A","2013",18.102,
"BEL","AIREMISSION","NOX","KG_CAP","A","2014",17.132,
"BEL","AIREMISSION","NOX","KG_CAP","A","2015",17.092,
"BEL","AIREMISSION","NOX","KG_CAP","A","2016",16.037,
"BEL","AIREMISSION","NOX","KG_CAP","A","2017",14.987,
"BEL","AIREMISSION","NOX","KG_CAP","A","2018",14.343,
"BEL","AIREMISSION","NOX","KG_CAP","A","2019",13.237,
"BEL","AIREMISSION","NOX","KG_CAP","A","2020",11.453,
"CAN","AIREMISSION","NOX","KG_CAP","A","1990",83.038,
"CAN","AIREMISSION","NOX","KG_CAP","A","1991",78.88,
"CAN","AIREMISSION","NOX","KG_CAP","A","1992",79.318,
"CAN","AIREMISSION","NOX","KG_CAP","A","1993",80.191,
"CAN","AIREMISSION","NOX","KG_CAP","A","1994",83.313,
"CAN","AIREMISSION","NOX","KG_CAP","A","1995",84.484,
"CAN","AIREMISSION","NOX","KG_CAP","A","1996",85.888,
"CAN","AIREMISSION","NOX","KG_CAP","A","1997",89.697,
"CAN","AIREMISSION","NOX","KG_CAP","A","1998",90.221,
"CAN","AIREMISSION","NOX","KG_CAP","A","1999",91.538,
"CAN","AIREMISSION","NOX","KG_CAP","A","2000",89.736,
"CAN","AIREMISSION","NOX","KG_CAP","A","2001",84.426,
"CAN","AIREMISSION","NOX","KG_CAP","A","2002",81.717,
"CAN","AIREMISSION","NOX","KG_CAP","A","2003",79.762,
"CAN","AIREMISSION","NOX","KG_CAP","A","2004",74.705,
"CAN","AIREMISSION","NOX","KG_CAP","A","2005",71.061,
"CAN","AIREMISSION","NOX","KG_CAP","A","2006",65.655,
"CAN","AIREMISSION","NOX","KG_CAP","A","2007",65.221,
"CAN","AIREMISSION","NOX","KG_CAP","A","2008",62.384,
"CAN","AIREMISSION","NOX","KG_CAP","A","2009",57.971,
"CAN","AIREMISSION","NOX","KG_CAP","A","2010",57.72,
"CAN","AIREMISSION","NOX","KG_CAP","A","2011",55.575,
"CAN","AIREMISSION","NOX","KG_CAP","A","2012",51.886,
"CAN","AIREMISSION","NOX","KG_CAP","A","2013",50.036,
"CAN","AIREMISSION","NOX","KG_CAP","A","2014",48.222,
"CAN","AIREMISSION","NOX","KG_CAP","A","2015",45.971,
"CAN","AIREMISSION","NOX","KG_CAP","A","2016",43.856,
"CAN","AIREMISSION","NOX","KG_CAP","A","2017",44.74,
"CAN","AIREMISSION","NOX","KG_CAP","A","2018",44.59,
"CAN","AIREMISSION","NOX","KG_CAP","A","2019",43.707,
"CAN","AIREMISSION","NOX","KG_CAP","A","2020",38.53,
"CZE","AIREMISSION","NOX","KG_CAP","A","1990",73.19,
"CZE","AIREMISSION","NOX","KG_CAP","A","1991",69.79,
"CZE","AIREMISSION","NOX","KG_CAP","A","1992",65.468,
"CZE","AIREMISSION","NOX","KG_CAP","A","1993",53.253,
"CZE","AIREMISSION","NOX","KG_CAP","A","1994",44.227,
"CZE","AIREMISSION","NOX","KG_CAP","A","1995",37.638,
"CZE","AIREMISSION","NOX","KG_CAP","A","1996",36.038,
"CZE","AIREMISSION","NOX","KG_CAP","A","1997",33.365,
"CZE","AIREMISSION","NOX","KG_CAP","A","1998",31.64,
"CZE","AIREMISSION","NOX","KG_CAP","A","1999",29.302,
"CZE","AIREMISSION","NOX","KG_CAP","A","2000",30.118,
"CZE","AIREMISSION","NOX","KG_CAP","A","2001",30.011,
"CZE","AIREMISSION","NOX","KG_CAP","A","2002",29.405,
"CZE","AIREMISSION","NOX","KG_CAP","A","2003",29.705,
"CZE","AIREMISSION","NOX","KG_CAP","A","2004",29.669,
"CZE","AIREMISSION","NOX","KG_CAP","A","2005",29.254,
"CZE","AIREMISSION","NOX","KG_CAP","A","2006",28.361,
"CZE","AIREMISSION","NOX","KG_CAP","A","2007",28.046,
"CZE","AIREMISSION","NOX","KG_CAP","A","2008",26.066,
"CZE","AIREMISSION","NOX","KG_CAP","A","2009",24.316,
"CZE","AIREMISSION","NOX","KG_CAP","A","2010",24.001,
"CZE","AIREMISSION","NOX","KG_CAP","A","2011",22.748,
"CZE","AIREMISSION","NOX","KG_CAP","A","2012",21.589,
"CZE","AIREMISSION","NOX","KG_CAP","A","2013",20.398,
"CZE","AIREMISSION","NOX","KG_CAP","A","2014",19.859,
"CZE","AIREMISSION","NOX","KG_CAP","A","2015",19.313,
"CZE","AIREMISSION","NOX","KG_CAP","A","2016",18.396,
"CZE","AIREMISSION","NOX","KG_CAP","A","2017",17.995,
"CZE","AIREMISSION","NOX","KG_CAP","A","2018",17.258,
"CZE","AIREMISSION","NOX","KG_CAP","A","2019",16.003,
"CZE","AIREMISSION","NOX","KG_CAP","A","2020",14.356,
"DNK","AIREMISSION","NOX","KG_CAP","A","1990",57.852,
"DNK","AIREMISSION","NOX","KG_CAP","A","1991",67.352,
"DNK","AIREMISSION","NOX","KG_CAP","A","1992",58.659,
"DNK","AIREMISSION","NOX","KG_CAP","A","1993",58.251,
"DNK","AIREMISSION","NOX","KG_CAP","A","1994",58.484,
"DNK","AIREMISSION","NOX","KG_CAP","A","1995",54.62,
"DNK","AIREMISSION","NOX","KG_CAP","A","1996",60.674,
"DNK","AIREMISSION","NOX","KG_CAP","A","1997",51.541,
"DNK","AIREMISSION","NOX","KG_CAP","A","1998",47.596,
"DNK","AIREMISSION","NOX","KG_CAP","A","1999",43.924,
"DNK","AIREMISSION","NOX","KG_CAP","A","2000",41.351,
"DNK","AIREMISSION","NOX","KG_CAP","A","2001",40.692,
"DNK","AIREMISSION","NOX","KG_CAP","A","2002",40.058,
"DNK","AIREMISSION","NOX","KG_CAP","A","2003",41.701,
"DNK","AIREMISSION","NOX","KG_CAP","A","2004",38.711,
"DNK","AIREMISSION","NOX","KG_CAP","A","2005",37.105,
"DNK","AIREMISSION","NOX","KG_CAP","A","2006",36.937,
"DNK","AIREMISSION","NOX","KG_CAP","A","2007",34.273,
"DNK","AIREMISSION","NOX","KG_CAP","A","2008",31.148,
"DNK","AIREMISSION","NOX","KG_CAP","A","2009",27.579,
"DNK","AIREMISSION","NOX","KG_CAP","A","2010",26.592,
"DNK","AIREMISSION","NOX","KG_CAP","A","2011",24.815,
"DNK","AIREMISSION","NOX","KG_CAP","A","2012",22.81,
"DNK","AIREMISSION","NOX","KG_CAP","A","2013",21.818,
"DNK","AIREMISSION","NOX","KG_CAP","A","2014",20.05,
"DNK","AIREMISSION","NOX","KG_CAP","A","2015",19.64,
"DNK","AIREMISSION","NOX","KG_CAP","A","2016",19.467,
"DNK","AIREMISSION","NOX","KG_CAP","A","2017",18.918,
"DNK","AIREMISSION","NOX","KG_CAP","A","2018",17.805,
"DNK","AIREMISSION","NOX","KG_CAP","A","2019",16.472,
"DNK","AIREMISSION","NOX","KG_CAP","A","2020",15.236,
"FIN","AIREMISSION","NOX","KG_CAP","A","1980",61.609,
"FIN","AIREMISSION","NOX","KG_CAP","A","1985",55.994,
"FIN","AIREMISSION","NOX","KG_CAP","A","1990",59.822,
"FIN","AIREMISSION","NOX","KG_CAP","A","1991",57.847,
"FIN","AIREMISSION","NOX","KG_CAP","A","1992",55.973,
"FIN","AIREMISSION","NOX","KG_CAP","A","1993",56.536,
"FIN","AIREMISSION","NOX","KG_CAP","A","1994",56.404,
"FIN","AIREMISSION","NOX","KG_CAP","A","1995",52.045,
"FIN","AIREMISSION","NOX","KG_CAP","A","1996",52.745,
"FIN","AIREMISSION","NOX","KG_CAP","A","1997",51.494,
"FIN","AIREMISSION","NOX","KG_CAP","A","1998",48.645,
"FIN","AIREMISSION","NOX","KG_CAP","A","1999",47.621,
"FIN","AIREMISSION","NOX","KG_CAP","A","2000",45.37,
"FIN","AIREMISSION","NOX","KG_CAP","A","2001",45.888,
"FIN","AIREMISSION","NOX","KG_CAP","A","2002",45.101,
"FIN","AIREMISSION","NOX","KG_CAP","A","2003",46.553,
"FIN","AIREMISSION","NOX","KG_CAP","A","2004",43.815,
"FIN","AIREMISSION","NOX","KG_CAP","A","2005",38.2,
"FIN","AIREMISSION","NOX","KG_CAP","A","2006",41.056,
"FIN","AIREMISSION","NOX","KG_CAP","A","2007",38.741,
"FIN","AIREMISSION","NOX","KG_CAP","A","2008",35.306,
"FIN","AIREMISSION","NOX","KG_CAP","A","2009",31.96,
"FIN","AIREMISSION","NOX","KG_CAP","A","2010",33.445,
"FIN","AIREMISSION","NOX","KG_CAP","A","2011",30.369,
"FIN","AIREMISSION","NOX","KG_CAP","A","2012",28.575,
"FIN","AIREMISSION","NOX","KG_CAP","A","2013",27.795,
"FIN","AIREMISSION","NOX","KG_CAP","A","2014",26.233,
"FIN","AIREMISSION","NOX","KG_CAP","A","2015",24.119,
"FIN","AIREMISSION","NOX","KG_CAP","A","2016",23.229,
"FIN","AIREMISSION","NOX","KG_CAP","A","2017",22.455,
"FIN","AIREMISSION","NOX","KG_CAP","A","2018",21.685,
"FIN","AIREMISSION","NOX","KG_CAP","A","2019",20.439,
"FIN","AIREMISSION","NOX","KG_CAP","A","2020",17.745,
"FRA","AIREMISSION","NOX","KG_CAP","A","1990",36.928,
"FRA","AIREMISSION","NOX","KG_CAP","A","1991",36.79,
"FRA","AIREMISSION","NOX","KG_CAP","A","1992",36.027,
"FRA","AIREMISSION","NOX","KG_CAP","A","1993",34.225,
"FRA","AIREMISSION","NOX","KG_CAP","A","1994",32.969,
"FRA","AIREMISSION","NOX","KG_CAP","A","1995",32.123,
"FRA","AIREMISSION","NOX","KG_CAP","A","1996",31.349,
"FRA","AIREMISSION","NOX","KG_CAP","A","1997",30.123,
"FRA","AIREMISSION","NOX","KG_CAP","A","1998",30.608,
"FRA","AIREMISSION","NOX","KG_CAP","A","1999",29.826,
"FRA","AIREMISSION","NOX","KG_CAP","A","2000",28.638,
"FRA","AIREMISSION","NOX","KG_CAP","A","2001",27.771,
"FRA","AIREMISSION","NOX","KG_CAP","A","2002",26.905,
"FRA","AIREMISSION","NOX","KG_CAP","A","2003",25.819,
"FRA","AIREMISSION","NOX","KG_CAP","A","2004",24.924,
"FRA","AIREMISSION","NOX","KG_CAP","A","2005",23.92,
"FRA","AIREMISSION","NOX","KG_CAP","A","2006",22.334,
"FRA","AIREMISSION","NOX","KG_CAP","A","2007",21.175,
"FRA","AIREMISSION","NOX","KG_CAP","A","2008",19.761,
"FRA","AIREMISSION","NOX","KG_CAP","A","2009",18.454,
"FRA","AIREMISSION","NOX","KG_CAP","A","2010",17.835,
"FRA","AIREMISSION","NOX","KG_CAP","A","2011",16.896,
"FRA","AIREMISSION","NOX","KG_CAP","A","2012",16.467,
"FRA","AIREMISSION","NOX","KG_CAP","A","2013",16.049,
"FRA","AIREMISSION","NOX","KG_CAP","A","2014",14.803,
"FRA","AIREMISSION","NOX","KG_CAP","A","2015",14.446,
"FRA","AIREMISSION","NOX","KG_CAP","A","2016",13.654,
"FRA","AIREMISSION","NOX","KG_CAP","A","2017",13.138,
"FRA","AIREMISSION","NOX","KG_CAP","A","2018",12.251,
"FRA","AIREMISSION","NOX","KG_CAP","A","2019",11.67,
"FRA","AIREMISSION","NOX","KG_CAP","A","2020",9.865,
"DEU","AIREMISSION","NOX","KG_CAP","A","1990",35.74,
"DEU","AIREMISSION","NOX","KG_CAP","A","1991",32.716,
"DEU","AIREMISSION","NOX","KG_CAP","A","1992",30.659,
"DEU","AIREMISSION","NOX","KG_CAP","A","1993",29.217,
"DEU","AIREMISSION","NOX","KG_CAP","A","1994",27.556,
"DEU","AIREMISSION","NOX","KG_CAP","A","1995",26.766,
"DEU","AIREMISSION","NOX","KG_CAP","A","1996",25.686,
"DEU","AIREMISSION","NOX","KG_CAP","A","1997",24.757,
"DEU","AIREMISSION","NOX","KG_CAP","A","1998",24.413,
"DEU","AIREMISSION","NOX","KG_CAP","A","1999",23.984,
"DEU","AIREMISSION","NOX","KG_CAP","A","2000",23.028,
"DEU","AIREMISSION","NOX","KG_CAP","A","2001",22.309,
"DEU","AIREMISSION","NOX","KG_CAP","A","2002",21.524,
"DEU","AIREMISSION","NOX","KG_CAP","A","2003",20.951,
"DEU","AIREMISSION","NOX","KG_CAP","A","2004",20.383,
"DEU","AIREMISSION","NOX","KG_CAP","A","2005",19.787,
"DEU","AIREMISSION","NOX","KG_CAP","A","2006",19.926,
"DEU","AIREMISSION","NOX","KG_CAP","A","2007",19.338,
"DEU","AIREMISSION","NOX","KG_CAP","A","2008",18.614,
"DEU","AIREMISSION","NOX","KG_CAP","A","2009",17.496,
"DEU","AIREMISSION","NOX","KG_CAP","A","2010",17.672,
"DEU","AIREMISSION","NOX","KG_CAP","A","2011",17.682,
"DEU","AIREMISSION","NOX","KG_CAP","A","2012",17.542,
"DEU","AIREMISSION","NOX","KG_CAP","A","2013",17.484,
"DEU","AIREMISSION","NOX","KG_CAP","A","2014",16.855,
"DEU","AIREMISSION","NOX","KG_CAP","A","2015",16.434,
"DEU","AIREMISSION","NOX","KG_CAP","A","2016",15.966,
"DEU","AIREMISSION","NOX","KG_CAP","A","2017",15.29,
"DEU","AIREMISSION","NOX","KG_CAP","A","2018",14.227,
"DEU","AIREMISSION","NOX","KG_CAP","A","2019",13.304,
"DEU","AIREMISSION","NOX","KG_CAP","A","2020",11.755,
"GRC","AIREMISSION","NOX","KG_CAP","A","1990",40.099,
"GRC","AIREMISSION","NOX","KG_CAP","A","1991",39.607,
"GRC","AIREMISSION","NOX","KG_CAP","A","1992",39.995,
"GRC","AIREMISSION","NOX","KG_CAP","A","1993",38.945,
"GRC","AIREMISSION","NOX","KG_CAP","A","1994",39.488,
"GRC","AIREMISSION","NOX","KG_CAP","A","1995",38.061,
"GRC","AIREMISSION","NOX","KG_CAP","A","1996",38.579,
"GRC","AIREMISSION","NOX","KG_CAP","A","1997",39.754,
"GRC","AIREMISSION","NOX","KG_CAP","A","1998",42.039,
"GRC","AIREMISSION","NOX","KG_CAP","A","1999",41.319,
"GRC","AIREMISSION","NOX","KG_CAP","A","2000",39.878,
"GRC","AIREMISSION","NOX","KG_CAP","A","2001",42.028,
"GRC","AIREMISSION","NOX","KG_CAP","A","2002",41.41,
"GRC","AIREMISSION","NOX","KG_CAP","A","2003",42.208,
"GRC","AIREMISSION","NOX","KG_CAP","A","2004",42.439,
"GRC","AIREMISSION","NOX","KG_CAP","A","2005",43.963,
"GRC","AIREMISSION","NOX","KG_CAP","A","2006",43.817,
"GRC","AIREMISSION","NOX","KG_CAP","A","2007",43.583,
"GRC","AIREMISSION","NOX","KG_CAP","A","2008",41.095,
"GRC","AIREMISSION","NOX","KG_CAP","A","2009",39.197,
"GRC","AIREMISSION","NOX","KG_CAP","A","2010",32.74,
"GRC","AIREMISSION","NOX","KG_CAP","A","2011",29.38,
"GRC","AIREMISSION","NOX","KG_CAP","A","2012",25.868,
"GRC","AIREMISSION","NOX","KG_CAP","A","2013",24.957,
"GRC","AIREMISSION","NOX","KG_CAP","A","2014",24.709,
"GRC","AIREMISSION","NOX","KG_CAP","A","2015",24.298,
"GRC","AIREMISSION","NOX","KG_CAP","A","2016",24.326,
"GRC","AIREMISSION","NOX","KG_CAP","A","2017",24.867,
"GRC","AIREMISSION","NOX","KG_CAP","A","2018",24.059,
"GRC","AIREMISSION","NOX","KG_CAP","A","2019",23.233,
"GRC","AIREMISSION","NOX","KG_CAP","A","2020",20.726,
"HUN","AIREMISSION","NOX","KG_CAP","A","1990",23.734,
"HUN","AIREMISSION","NOX","KG_CAP","A","1991",20.844,
"HUN","AIREMISSION","NOX","KG_CAP","A","1992",18.729,
"HUN","AIREMISSION","NOX","KG_CAP","A","1993",18.713,
"HUN","AIREMISSION","NOX","KG_CAP","A","1994",18.642,
"HUN","AIREMISSION","NOX","KG_CAP","A","1995",18.479,
"HUN","AIREMISSION","NOX","KG_CAP","A","1996",18.818,
"HUN","AIREMISSION","NOX","KG_CAP","A","1997",19.083,
"HUN","AIREMISSION","NOX","KG_CAP","A","1998",19.149,
"HUN","AIREMISSION","NOX","KG_CAP","A","1999",19.582,
"HUN","AIREMISSION","NOX","KG_CAP","A","2000",18.45,
"HUN","AIREMISSION","NOX","KG_CAP","A","2001",18.491,
"HUN","AIREMISSION","NOX","KG_CAP","A","2002",17.817,
"HUN","AIREMISSION","NOX","KG_CAP","A","2003",18.242,
"HUN","AIREMISSION","NOX","KG_CAP","A","2004",18.054,
"HUN","AIREMISSION","NOX","KG_CAP","A","2005",17.737,
"HUN","AIREMISSION","NOX","KG_CAP","A","2006",17.041,
"HUN","AIREMISSION","NOX","KG_CAP","A","2007",16.676,
"HUN","AIREMISSION","NOX","KG_CAP","A","2008",16.12,
"HUN","AIREMISSION","NOX","KG_CAP","A","2009",15.038,
"HUN","AIREMISSION","NOX","KG_CAP","A","2010",14.761,
"HUN","AIREMISSION","NOX","KG_CAP","A","2011",13.86,
"HUN","AIREMISSION","NOX","KG_CAP","A","2012",13.23,
"HUN","AIREMISSION","NOX","KG_CAP","A","2013",12.875,
"HUN","AIREMISSION","NOX","KG_CAP","A","2014",12.723,
"HUN","AIREMISSION","NOX","KG_CAP","A","2015",12.962,
"HUN","AIREMISSION","NOX","KG_CAP","A","2016",12.21,
"HUN","AIREMISSION","NOX","KG_CAP","A","2017",12.354,
"HUN","AIREMISSION","NOX","KG_CAP","A","2018",12.245,
"HUN","AIREMISSION","NOX","KG_CAP","A","2019",11.683,
"HUN","AIREMISSION","NOX","KG_CAP","A","2020",10.955,
"ISL","AIREMISSION","NOX","KG_CAP","A","1990",120.36,
"ISL","AIREMISSION","NOX","KG_CAP","A","1991",114.14,
"ISL","AIREMISSION","NOX","KG_CAP","A","1992",121.587,
"ISL","AIREMISSION","NOX","KG_CAP","A","1993",126.596,
"ISL","AIREMISSION","NOX","KG_CAP","A","1994",122.71,
"ISL","AIREMISSION","NOX","KG_CAP","A","1995",128.655,
"ISL","AIREMISSION","NOX","KG_CAP","A","1996",129.742,
"ISL","AIREMISSION","NOX","KG_CAP","A","1997",127.487,
"ISL","AIREMISSION","NOX","KG_CAP","A","1998",121.87,
"ISL","AIREMISSION","NOX","KG_CAP","A","1999",119.369,
"ISL","AIREMISSION","NOX","KG_CAP","A","2000",116.015,
"ISL","AIREMISSION","NOX","KG_CAP","A","2001",102.01,
"ISL","AIREMISSION","NOX","KG_CAP","A","2002",108.676,
"ISL","AIREMISSION","NOX","KG_CAP","A","2003",106.529,
"ISL","AIREMISSION","NOX","KG_CAP","A","2004",109.678,
"ISL","AIREMISSION","NOX","KG_CAP","A","2005",96.084,
"ISL","AIREMISSION","NOX","KG_CAP","A","2006",91.874,
"ISL","AIREMISSION","NOX","KG_CAP","A","2007",97.391,
"ISL","AIREMISSION","NOX","KG_CAP","A","2008",88.106,
"ISL","AIREMISSION","NOX","KG_CAP","A","2009",87.295,
"ISL","AIREMISSION","NOX","KG_CAP","A","2010",82.449,
"ISL","AIREMISSION","NOX","KG_CAP","A","2011",74.661,
"ISL","AIREMISSION","NOX","KG_CAP","A","2012",73.579,
"ISL","AIREMISSION","NOX","KG_CAP","A","2013",70.151,
"ISL","AIREMISSION","NOX","KG_CAP","A","2014",68.324,
"ISL","AIREMISSION","NOX","KG_CAP","A","2015",69.938,
"ISL","AIREMISSION","NOX","KG_CAP","A","2016",62.851,
"ISL","AIREMISSION","NOX","KG_CAP","A","2017",62.06,
"ISL","AIREMISSION","NOX","KG_CAP","A","2018",61.978,
"ISL","AIREMISSION","NOX","KG_CAP","A","2019",57.327,
"ISL","AIREMISSION","NOX","KG_CAP","A","2020",52.25,
"IRL","AIREMISSION","NOX","KG_CAP","A","1990",48.011,
"IRL","AIREMISSION","NOX","KG_CAP","A","1991",48.484,
"IRL","AIREMISSION","NOX","KG_CAP","A","1992",50.545,
"IRL","AIREMISSION","NOX","KG_CAP","A","1993",48.143,
"IRL","AIREMISSION","NOX","KG_CAP","A","1994",47.932,
"IRL","AIREMISSION","NOX","KG_CAP","A","1995",47.299,
"IRL","AIREMISSION","NOX","KG_CAP","A","1996",48.012,
"IRL","AIREMISSION","NOX","KG_CAP","A","1997",46.042,
"IRL","AIREMISSION","NOX","KG_CAP","A","1998",48.148,
"IRL","AIREMISSION","NOX","KG_CAP","A","1999",47.938,
"IRL","AIREMISSION","NOX","KG_CAP","A","2000",47.819,
"IRL","AIREMISSION","NOX","KG_CAP","A","2001",46.878,
"IRL","AIREMISSION","NOX","KG_CAP","A","2002",44.174,
"IRL","AIREMISSION","NOX","KG_CAP","A","2003",43.217,
"IRL","AIREMISSION","NOX","KG_CAP","A","2004",43.009,
"IRL","AIREMISSION","NOX","KG_CAP","A","2005",42.427,
"IRL","AIREMISSION","NOX","KG_CAP","A","2006",40.33,
"IRL","AIREMISSION","NOX","KG_CAP","A","2007",38.069,
"IRL","AIREMISSION","NOX","KG_CAP","A","2008",33.764,
"IRL","AIREMISSION","NOX","KG_CAP","A","2009",27.994,
"IRL","AIREMISSION","NOX","KG_CAP","A","2010",26.328,
"IRL","AIREMISSION","NOX","KG_CAP","A","2011",23.382,
"IRL","AIREMISSION","NOX","KG_CAP","A","2012",23.806,
"IRL","AIREMISSION","NOX","KG_CAP","A","2013",24.034,
"IRL","AIREMISSION","NOX","KG_CAP","A","2014",23.601,
"IRL","AIREMISSION","NOX","KG_CAP","A","2015",23.951,
"IRL","AIREMISSION","NOX","KG_CAP","A","2016",23.666,
"IRL","AIREMISSION","NOX","KG_CAP","A","2017",22.865,
"IRL","AIREMISSION","NOX","KG_CAP","A","2018",22.631,
"IRL","AIREMISSION","NOX","KG_CAP","A","2019",20.651,
"IRL","AIREMISSION","NOX","KG_CAP","A","2020",18.982,
"ITA","AIREMISSION","NOX","KG_CAP","A","1990",37.52,
"ITA","AIREMISSION","NOX","KG_CAP","A","1991",38.673,
"ITA","AIREMISSION","NOX","KG_CAP","A","1992",39.331,
