"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2003",0.751,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2004",0.767,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.758,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.859,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2007",0.893,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2008",0.777,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.716,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.788,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.717,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.698,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.706,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.708,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.741,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.801,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.876,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2018",1.15,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2019",1.452,
"CZE","FORESTRESOURCE","USEINTENSITY","RT","A","2020",1.598,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","1950",0.852,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","1970",1.183,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.75,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.359,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","1996",0.51,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.593,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.531,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.457,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.593,"B"
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.606,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.564,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.523,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.58,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.673,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.659,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.647,
"DNK","FORESTRESOURCE","USEINTENSITY","RT","A","2020",0.695,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1950",0.895,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1970",1.023,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.839,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1985",0.728,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.681,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1991",0.543,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1992",0.616,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1993",0.644,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1994",0.733,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.748,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1996",0.686,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1997",0.751,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1998",0.768,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","1999",0.759,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.758,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2001",0.719,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2002",0.716,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2003",0.713,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2004",0.708,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.676,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.652,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2007",0.725,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2008",0.664,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.547,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.666,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.67,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.66,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.716,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.724,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.763,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.797,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.831,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.897,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.839,
"FIN","FORESTRESOURCE","USEINTENSITY","RT","A","2020",0.793,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1982",0.607,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1983",0.606,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1984",0.602,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1985",0.604,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1986",0.605,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1987",0.605,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1988",0.623,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1989",0.627,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.63,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1991",0.632,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1992",0.638,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1993",0.62,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1994",0.621,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.625,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1996",0.634,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1997",0.638,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1998",0.655,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","1999",0.652,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2002",0.725,"B"
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2003",0.648,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2004",0.587,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.543,"B"
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.546,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.561,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.567,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.556,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.552,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.563,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.566,
"FRA","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.58,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","1993",0.531,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","1994",0.551,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.56,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","1996",0.563,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","1997",0.59,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","1998",0.595,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","1999",0.592,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.749,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2001",0.593,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2002",0.637,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2003",0.731,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2004",0.819,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.854,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.925,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2007",1.046,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2008",0.857,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.743,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.865,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.8,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.805,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.748,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.764,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.778,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.75,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.744,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.879,
"DEU","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.909,
"GRC","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.706,
"GRC","FORESTRESOURCE","USEINTENSITY","RT","A","1992",0.545,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","1970",0.601,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.699,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.674,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.53,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","1996",0.575,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","1997",0.581,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","1998",0.567,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","1999",0.59,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.622,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2001",0.586,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2002",0.581,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2003",0.576,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2004",0.567,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.556,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.511,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2007",0.512,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2008",0.529,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.508,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.565,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.618,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.593,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.603,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.576,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.564,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.564,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.583,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.598,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.564,
"HUN","FORESTRESOURCE","USEINTENSITY","RT","A","2020",0.507,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.715,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.715,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.695,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.55,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.406,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.435,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.446,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.465,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.48,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.457,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.475,
"IRL","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.513,
"ITA","FORESTRESOURCE","USEINTENSITY","RT","A","1950",0.883,
"ITA","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.427,
"ITA","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.42,
"ITA","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.311,
"ITA","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.415,
"ITA","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.371,
"ITA","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.344,
"JPN","FORESTRESOURCE","USEINTENSITY","RT","A","1970",1.719,
"JPN","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.72,
"JPN","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.545,
"JPN","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.39,
"JPN","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.29,
"JPN","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.398,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","1970",0.862,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.154,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.141,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.123,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.206,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.175,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2008",0.128,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.185,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.262,"B"
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.335,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.277,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.226,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.247,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.227,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.225,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.203,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.191,
"KOR","FORESTRESOURCE","USEINTENSITY","RT","A","2020",0.203,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","1985",0.493,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.72,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.523,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2007",0.493,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.723,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.491,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.47,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.534,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.578,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.504,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.57,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.694,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.597,
"LUX","FORESTRESOURCE","USEINTENSITY","RT","A","2020",0.543,
"MEX","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.233,
"MEX","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.181,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.55,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.524,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.569,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.454,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.447,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.465,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.498,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.48,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.472,
"NLD","FORESTRESOURCE","USEINTENSITY","RT","A","2020",0.444,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.571,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1991",0.625,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1992",0.607,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1993",0.597,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1994",0.567,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.586,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1996",0.588,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1997",0.545,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1998",0.553,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","1999",0.507,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.564,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2001",0.579,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2002",0.611,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2003",0.639,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2004",0.577,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.524,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.501,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2007",0.514,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2008",0.519,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.468,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.536,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.602,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.619,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.657,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.703,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.693,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.685,
"NZL","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.754,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","1950",0.797,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","1970",0.597,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.568,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.528,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.466,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.403,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.418,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.384,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2007",0.439,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2008",0.44,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.381,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.456,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.443,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.459,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.441,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.463,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.522,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.527,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.539,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.56,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.576,
"NOR","FORESTRESOURCE","USEINTENSITY","RT","A","2020",0.542,
"POL","FORESTRESOURCE","USEINTENSITY","RT","A","1950",0.494,
"POL","FORESTRESOURCE","USEINTENSITY","RT","A","1970",0.558,
"POL","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.593,
"POL","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.497,
"POL","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.589,
"POL","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.533,
"POL","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.55,
"POL","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.642,
"PRT","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.704,
"PRT","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.626,
"PRT","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.711,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","1950",0.954,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","1970",0.639,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.663,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.542,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","1995",0.514,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.555,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2001",0.547,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2002",0.549,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2003",0.581,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2004",0.63,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.88,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2006",0.716,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2007",0.717,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2008",0.803,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2009",0.779,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.825,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2011",0.787,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2012",0.679,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2013",0.654,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2014",0.78,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.765,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2016",0.772,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2017",0.781,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.822,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2019",0.77,
"SVK","FORESTRESOURCE","USEINTENSITY","RT","A","2020",0.627,
"SWE","FORESTRESOURCE","USEINTENSITY","RT","A","1950",0.828,
"SWE","FORESTRESOURCE","USEINTENSITY","RT","A","1970",0.867,
"SWE","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.81,
"SWE","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.642,
"SWE","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.78,
"SWE","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.887,
"SWE","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.799,
"SWE","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.831,
"CHE","FORESTRESOURCE","USEINTENSITY","RT","A","2000",0.756,
"CHE","FORESTRESOURCE","USEINTENSITY","RT","A","2005",0.734,
"CHE","FORESTRESOURCE","USEINTENSITY","RT","A","2010",0.714,
"CHE","FORESTRESOURCE","USEINTENSITY","RT","A","2015",0.695,
"CHE","FORESTRESOURCE","USEINTENSITY","RT","A","2018",0.685,
"TUR","FORESTRESOURCE","USEINTENSITY","RT","A","1970",0.674,
"TUR","FORESTRESOURCE","USEINTENSITY","RT","A","1980",0.824,
"TUR","FORESTRESOURCE","USEINTENSITY","RT","A","1990",0.517,
